REF_DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020-06,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,260.6,,,,1
2020-07,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,249.2,,,,1
2020-08,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,229.1,,,,1
2020-09,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,173.7,,,,1
2020-10,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,153.9,,,,1
2020-11,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,147.3,,,,1
2020-12,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,143.1,,,,1
2021-01,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,177.9,,,,1
2021-02,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,143.1,,,,1
2021-03,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,119.5,,,,1
2021-04,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,139.1,,,,1
2021-05,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,160.7,,,,1
2021-06,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,137.6,,,,1
2021-07,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,133.9,,,,1
2021-08,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,119.2,,,,1
2021-09,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,115.7,,,,1
2021-10,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,106.5,,,,1
2021-11,Canada,2016A000011124,Unemployment,Males,20 to 24 years,Persons,249,thousands,3,v2091354,1.6.2.10,107.7,,,,1
2019-04,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,86.9,,,,1
2019-05,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,85.2,,,,1
2019-06,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,90.7,,,,1
2019-07,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,98.7,,,,1
2019-08,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,84.2,,,,1
2019-09,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,61.1,,,,1
2019-10,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,61.1,,,,1
2019-11,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,80.7,,,,1
2019-12,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,70.4,,,,1
2020-01,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,94.4,,,,1
2020-02,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,94.1,,,,1
2020-03,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,120.9,,,,1
2020-04,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,190,,,,1
2020-05,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,224.6,,,,1
2020-06,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,157.3,,,,1
2020-07,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,155.1,,,,1
2020-08,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,133.9,,,,1
2020-09,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,115.6,,,,1
2020-10,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,113.2,,,,1
2020-11,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,100.7,,,,1
2020-12,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,103.7,,,,1
2021-01,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,132.3,,,,1
2021-02,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,117,,,,1
2021-03,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,115.5,,,,1
2021-04,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,107.5,,,,1
2021-05,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,108.8,,,,1
2021-06,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,99.1,,,,1
2021-07,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,95.9,,,,1
2021-08,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,93.4,,,,1
2021-09,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,84.6,,,,1
2021-10,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,94.9,,,,1
2021-11,Canada,2016A000011124,Unemployment,Males,25 to 29 years,Persons,249,thousands,3,v2091355,1.6.2.11,89.4,,,,1
2019-04,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,69.3,,,,1
2019-05,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,61.3,,,,1
2019-06,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,62.4,,,,1
2019-07,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,62.4,,,,1
2019-08,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,56.2,,,,1
2019-09,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,53,,,,1
2019-10,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,49.1,,,,1
2019-11,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,61.7,,,,1
2019-12,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,57.8,,,,1
2020-01,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,64.7,,,,1
2020-02,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,61.7,,,,1
2020-03,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,88.8,,,,1
2020-04,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,144.6,,,,1
2020-05,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,130.4,,,,1
2020-06,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,114.5,,,,1
2020-07,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,110.6,,,,1
2020-08,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,107.2,,,,1
2020-09,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,87.4,,,,1
2020-10,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,96.2,,,,1
2020-11,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,86.7,,,,1
2020-12,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,96.9,,,,1
2021-01,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,108,,,,1
2021-02,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,109.4,,,,1
2021-03,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,99.3,,,,1
2021-04,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,101,,,,1
2021-05,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,72.7,,,,1
2021-06,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,80.7,,,,1
2021-07,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,75.6,,,,1
2021-08,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,64.8,,,,1
2021-09,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,65.6,,,,1
2021-10,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,53.1,,,,1
2021-11,Canada,2016A000011124,Unemployment,Males,30 to 34 years,Persons,249,thousands,3,v2091356,1.6.2.12,51.4,,,,1
2019-04,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,62.7,,,,1
2019-05,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,49,,,,1
2019-06,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,42.7,,,,1
2019-07,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,48.7,,,,1
2019-08,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,54.5,,,,1
2019-09,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,43.3,,,,1
2019-10,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,46.6,,,,1
2019-11,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,58.3,,,,1
2019-12,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,54.2,,,,1
2020-01,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,62.5,,,,1
2020-02,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,63.5,,,,1
2020-03,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,77.8,,,,1
2020-04,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,132.4,,,,1
2020-05,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,119.7,,,,1
2020-06,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,97.5,,,,1
2020-07,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,82.5,,,,1
2020-08,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,85,,,,1
2020-09,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,74,,,,1
2020-10,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,68,,,,1
2020-11,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,72.9,,,,1
2020-12,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,87.3,,,,1
2021-01,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,93.8,,,,1
2021-02,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,87.5,,,,1
2021-03,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,85,,,,1
2021-04,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,80.4,,,,1
2021-05,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,78.9,,,,1
2021-06,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,64,,,,1
2021-07,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,75.3,,,,1
2021-08,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,76.9,,,,1
2021-09,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,55.2,,,,1
2021-10,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,60.4,,,,1
2021-11,Canada,2016A000011124,Unemployment,Males,35 to 39 years,Persons,249,thousands,3,v2091357,1.6.2.13,49,,,,1
2019-04,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,55.3,,,,1
2019-05,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,39.9,,,,1
2019-06,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,44.4,,,,1
2019-07,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,40.4,,,,1
2019-08,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,50,,,,1
2019-09,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,42.8,,,,1
2019-10,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,46.1,,,,1
2019-11,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,51,,,,1
2019-12,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,53,,,,1
2020-01,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,53.9,,,,1
2020-02,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,52.8,,,,1
2020-03,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,63.6,,,,1
2020-04,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,104.4,,,,1
2020-05,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,96,,,,1
2020-06,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,74.8,,,,1
2020-07,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,68.5,,,,1
2020-08,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,63.6,,,,1
2020-09,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,61.6,,,,1
2020-10,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,73.3,,,,1
2020-11,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,85.4,,,,1
2020-12,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,74.2,,,,1
2021-01,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,83.3,,,,1
2021-02,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,73.7,,,,1
2021-03,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,72.1,,,,1
2021-04,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,74.4,,,,1
2021-05,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,68.1,,,,1
2021-06,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,62,,,,1
2021-07,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,68.7,,,,1
2021-08,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,61.7,,,,1
2021-09,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,55.1,,,,1
2021-10,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,44.7,,,,1
2021-11,Canada,2016A000011124,Unemployment,Males,40 to 44 years,Persons,249,thousands,3,v2091358,1.6.2.14,45.5,,,,1
2019-04,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,47.8,,,,1
2019-05,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,38.6,,,,1
2019-06,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,36.3,,,,1
2019-07,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,35.4,,,,1
2019-08,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,36.9,,,,1
2019-09,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,27,,,,1
2019-10,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,35.5,,,,1
2019-11,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,34.7,,,,1
2019-12,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,36.4,,,,1
2020-01,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,43.1,,,,1
2020-02,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,33.4,,,,1
2020-03,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,50.1,,,,1
2020-04,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,80.4,,,,1
2020-05,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,80.3,,,,1
2020-06,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,68,,,,1
2020-07,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,71.3,,,,1
2020-08,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,68.6,,,,1
2020-09,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,57.6,,,,1
2020-10,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,50.8,,,,1
2020-11,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,48.9,,,,1
2020-12,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,56.4,,,,1
2021-01,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,71.9,,,,1
2021-02,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,65.7,,,,1
2021-03,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,68.5,,,,1
2021-04,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,63,,,,1
2021-05,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,59.4,,,,1
2021-06,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,58.4,,,,1
2021-07,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,54.2,,,,1
2021-08,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,49.6,,,,1
2021-09,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,45,,,,1
2021-10,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,48.2,,,,1
2021-11,Canada,2016A000011124,Unemployment,Males,45 to 49 years,Persons,249,thousands,3,v2091359,1.6.2.15,47.3,,,,1
2019-04,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,57.9,,,,1
2019-05,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,42.6,,,,1
2019-06,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,37.7,,,,1
2019-07,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,33.7,,,,1
2019-08,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,46.9,,,,1
2019-09,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,34.7,,,,1
2019-10,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,42.1,,,,1
2019-11,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,46.6,,,,1
2019-12,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,51.6,,,,1
2020-01,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,57.8,,,,1
2020-02,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,55,,,,1
2020-03,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,59.2,,,,1
2020-04,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,104.8,,,,1
2020-05,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,92.2,,,,1
2020-06,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,74,,,,1
2020-07,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,75.3,,,,1
2020-08,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,74.5,,,,1
2020-09,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,64,,,,1
2020-10,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,57,,,,1
2020-11,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,73.7,,,,1
2020-12,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,69.3,,,,1
2021-01,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,88.1,,,,1
2021-02,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,73.4,,,,1
2021-03,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,67.7,,,,1
2021-04,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,69.4,,,,1
2021-05,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,70.6,,,,1
2021-06,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,63.5,,,,1
2021-07,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,61,,,,1
2021-08,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,65.8,,,,1
2021-09,Canada,2016A000011124,Unemployment,Males,50 to 54 years,Persons,249,thousands,3,v2091360,1.6.2.16,56.8,,,,1
